,index,Length,Processed_Text,labels
491,491,160,congrats 1 year special cinema pas 2 call 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420 ip4 5we 150pm dont miss,1
492,492,32,sorry meeting call later,0
493,493,34,class lt gt reunion,0
494,494,32,free call,0
495,495,16,got meh,0
496,496,67,nope think go monday sorry replied late,0
497,497,55,told accenture confirm true,0
498,498,43,kate jackson rec center 7ish right,0
499,499,23,dear reache room,0
500,500,149,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose,0
501,501,21,come,0
502,502,23,check nuerologist,0
503,503,40,lolnice went fish water,0
504,504,170,123 congratulation week competition draw u 1450 prize claim call 09050002311 b4280703 c stop sm 08718727868 18 150ppm,1
505,505,117,waiting e car dat bored wat co wait outside got nothing 2 home stuff watch tv wat,0
506,506,62,maybe westshore hyde park village place near house,0
507,507,166,know anthony bringing money school fee pay rent stuff like thats need help friend need,0
508,508,24,significance,0
509,509,136,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,0
510,510,99,8 latest g still scrounge ammo want give new ak try,0
511,511,45,prabha soryda realy frm heart sory,0
512,512,23,lol ok forgiven,0
513,513,25,jst change tat,0
514,514,148,guaranteed latest nokia phone 40gb ipod mp3 player 500 prize txt word collect 83355 ibhltd ldnw15h 150p mtmsgrcvd18,1
515,515,26,competition,0
516,516,146,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt,1
517,517,89,credit topped http www bubbletext com renewal pin tgxxrz,1
518,518,168,way transport le problematic sat night way u want ask n join bday feel free need know definite no booking fri,0
519,519,117,usually person unconscious child adult may behave abnormally call,0
520,520,46,ebay might le elsewhere,0
521,521,26,shall come get pickle,0
522,522,28,gon na go get taco,0
523,523,32,rude campus,0
524,524,145,urgent mobile awarded 2 000 bonus caller prize 02 09 03 2nd attempt contact call 0871 872 9755 box95qu,1
525,525,57,hi b ard 4 christmas enjoy n merry x ma,0
526,526,160,today offer claim ur 150 worth discount voucher text yes 85023 savamob member offer mobile c 08717898035 3 00 sub 16 unsub reply x,1
527,527,42,yes pretty lady like single,0
528,528,111,recieve tone within next 24hrs term condition please see channel u teletext pg 750,1
529,529,36,jay say double faggot,0
530,530,146,private 2003 account statement 07815296484 show 800 un redeemed point call 08718738001 identifier code 41782 expires 18 11 04,1
531,531,50,today sunday sunday holiday work,0
532,532,33,gudnite tc practice going,0
533,533,15,late,0
534,534,177,called hoping l8r malaria know miss guy miss ban big pls give love especially great day,0
535,535,160,good afternoon love go day hope maybe got lead job think boytoy send passionate kiss across sea,0
536,536,63,probably gon na see later tonight lt,0
537,537,84,maybe fat finger press button know,0
538,538,84,ummmmmaah many many happy return day dear sweet heart happy birthday dear,0
539,539,57,tirupur da started office call,0
540,540,96,www applausestore com monthlysubscription 50p msg max6 month csc web age16 2stop txt stop,1
541,541,169,famous quote develop ability listen anything unconditionally without losing temper self confidence mean married,0
542,542,76,going college pa else ill come self pa,0
543,543,47,4 oclock mine bash flat plan,0
544,544,130,girl stay bed girl need recovery time id rather pas fun cooped bed,0
545,545,23,special,0
546,546,149,know need get hotel got invitation apologise cali sweet come english bloke weddin,0
547,547,32,sorry took long omw,0
548,548,22,wait lt gt min,0
549,549,101,ok give 5 minute think see btw alibi cutting hair whole time,0
550,550,281,imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,0
551,551,54,hurry weed deficient like three day,0
552,552,120,sure get acknowledgement astoundingly tactless generally faggy demand blood oath fo,0
553,553,138,ok every night take warm bath drink cup milk see work magic still need loose weight know,0
554,554,135,look frying pan case cheap book perhaps silly frying pan likely book,0
555,555,66,well uv cause mutation sunscreen like essential thesedays,0
556,556,40,lunch online,0
557,557,40,know friend already told,0
558,558,70,hi princess thank pic pretty,0
559,559,160,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ah gee,0
560,560,26,hi msg office,0
561,561,32,thanx 4 e brownie v nice,0
562,562,51,geeeee love much barely stand,0
563,563,160,gent trying contact last weekend draw show 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,1
564,564,146,fuck babe miss already know let send money towards net need want crave,0
565,565,103,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,0
566,566,45,oooh bed ridden ey thinking,0
567,567,142,anyways go gym whatever love smile hope ok good day babe miss much already,0
568,568,92,love daddy make scream pleasure going slap as dick,0
569,569,26,wot u wan na missy,0
570,570,134,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee,0
571,571,37,know lab goggles went,0
572,572,22,open door,0
573,573,22,waiting call,0
574,574,33,nope waiting sch 4 daddy,0
575,575,69,1 000 cash 2 000 prize claim call09050000327,1
576,576,109,tired arguing week week want,0
577,577,36,wait 4 sch finish ard 5,0
578,578,100,mobile number 5000 claim call u back ring claim hot line 09050005321,1
579,579,140,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,0
580,580,51,huh early dinner outside izzit,0
581,581,46,ok anyway need change said,0
582,582,149,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,1
583,583,63,ex wife able kid want kid one day,0
584,584,95,scotland hope showing jjc tendency take care live dream,0
585,585,69,tell u headache want use 1 hour sick time,0
586,586,110,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,0
587,587,55,pete please ring meive hardly gotany credit,0
588,588,27,ya srsly better yi tho,0
589,589,34,meeting call later,0
590,590,127,ur chance win 250 wkly shopping spree txt shop 80878 c www txt 2 shop com custcare 08715705022 1x150p wk,1
591,591,142,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 c apply ag promo,1
592,592,148,private 2003 account statement 07753741225 show 800 un redeemed point call 08715203677 identifier code 42478 expires 24 10 04,1
593,593,24,still grand prix,0
594,594,147,met stranger choose friend long world stand friendship never end let friend forever gud nitz,0
595,595,24,great,0
596,596,29,gud mrng dear nice day,0
597,597,86,important customer service announcement call freephone 0800 542 0825,1
598,598,87,exhausted train morning much wine pie sleep well,0
599,599,38,going buy mum present ar,0
600,600,104,mind blastin tsunami occur rajnikant stopped swimming indian ocean,0
601,601,59,u sending home first ok lor ready yet,0
602,602,38,speaking cash yet,0
603,603,38,happy come noon,0
604,604,22,meet lunch la,0
605,605,25,take care n get well soon,0
606,606,135,xclusive clubsaisai 2morow 28 5 soiree speciale zouk nichols paris free rose 2 lady info 07946746291 07880867867,1
607,607,87,meant say cant wait see u getting bored bridgwater banter,0
608,608,19,neva mind ok,0
609,609,66,fine imma get drink somethin want come find,0
610,610,140,22 day kick euro2004 u kept date latest news result daily removed send get txt stop 83222,1
611,611,156,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best rply,0
612,612,22,many dependent,0
613,613,107,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soon c,0
614,614,65,called said choose future,0
615,615,149,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st,0
616,616,137,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,0
617,617,25,family happiness,0
618,618,60,come n pick come immediately aft ur lesson,0
619,619,103,let snow let snow kind weather brings ppl together friendship grow,0
620,620,37,dear got lt gt dollar hi hi,0
621,621,58,good word word may leave u dismay many time,0
622,622,87,make sure alex know birthday fifteen minute far concerned,0
623,623,58,sorry got thing may pub later,0
624,624,123,nah straight bring bud drink something actually little useful straight cash,0
625,625,67,haha good hear officially paid market 8th,0
626,626,66,many lick take get center tootsie pop,0
627,627,102,yup thk r e teacher said make face look longer darren ask 2 cut short,0
628,628,130,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693,1
629,629,150,today vodafone number ending 4882 selected receive 350 award number match call 09064019014 receive 350 award,1
630,630,35,please dont say like hi hi hi,0
631,631,8,thank u,0
632,632,62,oh forwarded message thought send,0
633,633,58,got seventeen pound seven hundred ml hope ok,0
634,634,143,dear voucher holder 2 claim week offer pc go http www e tlp co uk expressoffer t c apply 2 stop text txt stop 80062,1
635,635,20,n funny,0
636,636,100,sweetheart hope kind day one load reason smile biola,0
637,637,51,login dat time dad fetching home,0
638,638,36,shower baby,0
639,639,53,askd u question hour answer,0
640,640,88,well imma definitely need restock thanksgiving let know,0
641,641,133,said kiss kiss sound effect gorgeous man kind person need smile brighten day,0
642,642,36,probably gon na swing wee bit,0
643,643,37,ya nice ready thursday,0
644,644,127,allo braved bus taken train triumphed mean b ham jolly good rest week,0
645,645,92,watching cartoon listening music amp eve go temple amp church u,0
646,646,80,mind ask happened dont say uncomfortable,0
647,647,136,private 2003 account statement show 800 un redeemed point call 08715203694 identifier code 40533 expires 31 10 04,1
648,648,35,prob send email,0
649,649,97,1 000 cash 2 000 prize claim call09050000327 c rstm sw7 3 150ppm,1
650,650,66,thats cool sometimes slow gentle sonetimes rough hard,0
651,651,119,gon na say sorry would normal starting panic time sorry seeing tuesday,0
652,652,65,wait know wesley town bet hella drug,0
653,653,26,fine miss much,0
654,654,28,u got person story,0
655,655,45,tell drug dealer getting impatient,0
656,656,157,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,0
657,657,36,place man,0
658,658,94,doesnt make sense take unless free need know wikipedia com,0
659,659,59,88800 89034 premium phone service call 08718711108,1
660,660,140,sea lay rock rock envelope envelope paper paper 3 word,0
661,661,22,mum repent,0
662,662,57,sorry going home first daddy come fetch later,0
663,663,43,leave de start prepare next,0
664,664,61,yes baby study position kama sutra,0
665,665,56,en chikku nange bakra msg kalstiya tea coffee,0
666,666,54,carlos minute still need buy,0
667,667,37,pay lt decimal gt lakh,0
668,668,25,good evening ttyl,0
669,669,21,u receive msg,0
670,670,36,ho ho big belly laugh see ya tomo,0
671,671,42,sm ac sun0819 post hello seem cool,1
672,672,154,get ur 1st ringtone free reply msg tone gr8 top 20 tone phone every week 1 50 per wk 2 opt send stop 08452810071 16,1
673,673,153,ditto worry saying anything anymore like said last night whatever want peace,0
